,business_id,business_name,business_address,business_postal_code,business_latitude,business_longitude,business_phone_number,inspection_date,inspection_score,risks
1220,68278,Fresh Bay Cafe,3659 Buchanan St,94123,37.803627,-122.433503,14155928868,1/31/18,87,"Improper thawing methods, Other low risk violation, Improper cooling methods"
1223,27799,Buckhorn Grill,845 Market St FE-5,94103,37.784848,-122.406892,14155979770,1/30/18,92,"Low risk vermin infestation, Inadequately cleaned or sanitized food contact surfaces, Unclean or degraded floors walls or ceilings"
1226,35199,Pho #1,2571 SAN BRUNO Ave,94134,37.729254,-122.40426000000001,14155339289,2/1/18,80,"Inadequate and inaccessible handwashing facilities, Moderate risk food holding temperature, Improper thawing methods, Foods not protected from contamination, Inadequately cleaned or sanitized food contact surfaces"
1231,2266,ALI BABA'S CAVE RESTAURANT,799 Valencia St,94110,37.760164,-122.421334,14155863054,1/31/18,88,"Inadequate and inaccessible handwashing facilities, Moderate risk food holding temperature, Unclean nonfood contact surfaces, Wiping cloths not clean or properly stored or inadequate sanitizer"
1235,70494,The Little Chihuahua Mexican Restaurant,581 VALENCIA St,94110,37.763664,-122.42173600000001,14155207111,1/26/18,94,"Inadequate and inaccessible handwashing facilities, Improper storage of equipment utensils or linens"
1237,18686,Serve Well Market Inc,595 Ellis St,94109,37.784411,-122.415954,14155440372,6/23/16,70,"Inadequately cleaned or sanitized food contact surfaces, High risk food holding temperature, Improper or defective plumbing, Unclean or degraded floors walls or ceilings, Food safety certificate or food handler card not available, Contaminated or adulterated food, Permit license or inspection report not posted, Inadequate and inaccessible handwashing facilities"
1245,5817,LAKESHORE ELEMENTARY SCHOOL,220 MIDDLEFIELD Dr,94132,37.730637,-122.4861,14155752825,2/1/18,94,"Unclean unmaintained or improperly constructed toilet facilities, Inadequate and inaccessible handwashing facilities"
1247,5993,JACKIE CHAN SENIOR CENTER,5757 Geary Blvd,94121,37.780174,-122.481229,14155661890,4/13/18,91,"Unapproved or unmaintained equipment or utensils, Unclean or unsanitary food contact surfaces"
1249,70929,Linda's Deli,1026 TARAVAL St,94116,37.742998,-122.477391,14155661446,6/18/18,96,Insufficient hot water or running water
1250,5210,FIRST BAPTIST CHURCH,22 WALLER St,94102,37.772017,-122.4241,14155863382,11/16/17,94,"Food safety certificate or food handler card not available, Inadequately cleaned or sanitized food contact surfaces"
1252,4700,STEWART'S MARKET,2498 SUTTER St,94115,37.785092999999996,-122.441498,14155471455,8/17/18,98,Unapproved or unmaintained equipment or utensils
1253,2035,ISUMIYA,1581 WEBSTER St,94115,37.785227,-122.431472,14155446867,8/14/18,80,"Improper storage use or identification of toxic substances, Moderate risk food holding temperature, Foods not protected from contamination, Improper thawing methods, Wiping cloths not clean or properly stored or inadequate sanitizer, Moderate risk vermin infestation"
1259,5071,CAFE-ROSSO,1600 HOLLOWAY Ave,94132,37.720851,-122.477084,14155400923,2/22/18,96,"Improper storage of equipment utensils or linens, Unclean or degraded floors walls or ceilings"
1261,155,CAFE COLE,609 Cole St,94117,37.769303,-122.450724,14155667771,8/21/18,90,"Unapproved or unmaintained equipment or utensils, Unclean or degraded floors walls or ceilings, Employee eating or smoking, Wiping cloths not clean or properly stored or inadequate sanitizer"
1265,3252,LITTLE JOES PIZZA REST.,5006 MISSION St,94112,37.718359,-122.439655,14155333684,4/20/18,90,"Moderate risk vermin infestation, Unapproved or unmaintained equipment or utensils, Improper food storage, Wiping cloths not clean or properly stored or inadequate sanitizer"
1269,4474,17th & Noe Market,3900 17th St,94114,37.762638,-122.43324199999999,14155866337,8/20/18,96,Food in poor condition
1270,1354,SUSHI TIME,2275 MARKET St,94114,37.764697,-122.432322,14155552280,4/20/18,86,"Inadequate and inaccessible handwashing facilities, Inadequately cleaned or sanitized food contact surfaces, Unclean or degraded floors walls or ceilings, Moderate risk food holding temperature"
1274,7210,NOE VALLEY MARKET,200 NOE St,94114,37.765728,-122.433275,14155624609,11/10/17,98,Unapproved or unmaintained equipment or utensils
1275,1047,PORK STORE CAFE,1451 HAIGHT St,94117,37.770063,-122.446247,14155866981,8/22/18,83,"Moderate risk vermin infestation, High risk food holding temperature, Foods not protected from contamination, Wiping cloths not clean or properly stored or inadequate sanitizer"
1279,6000,Mission Neighborhood Centers,362 Capp St,94110,37.761007,-122.41821499999999,14155207747,1/31/18,96,"Unclean nonfood contact surfaces, Wiping cloths not clean or properly stored or inadequate sanitizer"
1281,71657,Baan,534 IRVING St,94122,37.764188,-122.463683,14155374505,8/14/18,76,"Unclean or unsanitary food contact surfaces, Improper cooling methods, Improper thawing methods, Foods not protected from contamination, Unclean or degraded floors walls or ceilings"
1286,69110,Chez Maman,401 Gough St,94102,37.776889000000004,-122.42303899999999,14155908177,4/24/18,84,"Unapproved or unmaintained equipment or utensils, Moderate risk vermin infestation, Inadequate food safety knowledge or lack of certified food safety manager, Inadequate ventilation or lighting, Inadequately cleaned or sanitized food contact surfaces"
1291,3850,Thai House Express On Castro,599 Castro,94114,37.759403999999996,-122.434836,14155865000,1/31/18,87,"Moderate risk vermin infestation, High risk food holding temperature, Wiping cloths not clean or properly stored or inadequate sanitizer"
1294,1609,Tung Sing Restaurant,4015 24th St,94114,37.751373,-122.43231899999999,14155648582,4/25/18,76,"High risk food holding temperature, Permit license or inspection report not posted, Foods not protected from contamination, Unclean or unsanitary food contact surfaces, Noncompliance with HAACP plan or variance"
1299,36160,Zabb,4440 Mission St,94112,37.726489,-122.433485,14155582455,11/29/17,92,"Moderate risk food holding temperature, Wiping cloths not clean or properly stored or inadequate sanitizer, Unapproved or unmaintained equipment or utensils"
1302,69653,Izakaya Roku,1819 Market St,94103,37.7714,-122.42388700000001,14155298857,7/22/16,88,"Foods not protected from contamination, Improper food storage, Unclean or degraded floors walls or ceilings, Improper thawing methods"
1306,4479,Courtney's Produce II,101 CASTRO St,94114,37.767194,-122.435576,14155621850,2/1/18,82,"Moderate risk food holding temperature, Inadequately cleaned or sanitized food contact surfaces, Improper food storage, Insufficient hot water or running water, Moderate risk vermin infestation"
1311,7449,CHEVRON #1760,1298 HOWARD St,94103,37.775314,-122.412819,14155570290,11/29/17,98,Unclean nonfood contact surfaces
1312,1426,SWEET DELIGHT BAKERY,4476A MISSION,94112,37.726116999999995,-122.43381699999999,14155336786,11/29/17,71,"Inadequately cleaned or sanitized food contact surfaces, Inadequate and inaccessible handwashing facilities, Unclean or degraded floors walls or ceilings, Improper storage use or identification of toxic substances, Foods not protected from contamination, Unapproved or unmaintained equipment or utensils, High risk food holding temperature, Moderate risk vermin infestation"
1320,1139,MINI CAFE,28 VAN NESS,94102,37.775867,-122.41935600000001,14155430177,11/27/17,69,"Inadequate and inaccessible handwashing facilities, Improper cooling methods, Improper storage of equipment utensils or linens, High risk food holding temperature, Inadequate ventilation or lighting, Unclean or unsanitary food contact surfaces, Unclean or degraded floors walls or ceilings"
1327,3621,JIM'S RESTAURANT,2420 MISSION St,94110,37.758271,-122.419081,14155286020,4/19/18,86,"Inadequate and inaccessible handwashing facilities, Moderate risk vermin infestation, Inadequate food safety knowledge or lack of certified food safety manager, Wiping cloths not clean or properly stored or inadequate sanitizer"
1331,25167,Glaze Donuts,4499 Mission St A,94112,37.726402,-122.433476,14155331144,11/28/17,89,"Unclean hands or improper use of gloves, Unapproved or unmaintained equipment or utensils, Wiping cloths not clean or properly stored or inadequate sanitizer"
1334,3929,"OPERA HOUSE - BASEMENT,LOWER LOUNGE",301 VAN NESS Ave,94102,37.778271999999994,-122.42003100000001,14155251932,4/23/18,89,"Wiping cloths not clean or properly stored or inadequate sanitizer, Low risk vermin infestation, High risk food holding temperature"
1337,3070,FLOWER MARKET CAFE,698 BRANNAN St,94107,37.775664,-122.399999,14155497162,4/19/18,74,"High risk vermin infestation, Improper cooling methods, Moderate risk food holding temperature, Inadequate and inaccessible handwashing facilities, Insufficient hot water or running water"
1342,21982,Chico's Grill,3771 Mission St,94110,37.736438,-122.424269,14155970375,11/16/17,87,"Unclean or unsanitary food contact surfaces, Moderate risk vermin infestation, Improper storage of equipment utensils or linens"
1345,64940,The Grove-Hayes,301 Hayes St,94102,37.777026,-122.421361,14155623953,1/25/18,98,Unclean or degraded floors walls or ceilings
1346,38530,Portico IV,550 Market St,94104,37.789804,-122.40077,14155399994,11/20/17,82,"Inadequate warewashing facilities or equipment, Inadequate food safety knowledge or lack of certified food safety manager, Improper food storage, Unapproved or unmaintained equipment or utensils, Inadequately cleaned or sanitized food contact surfaces, Moderate risk food holding temperature"
1352,3615,TARTINE BAKERY,0600 GUERRERO St,94110,37.761531,-122.42386200000001,14155482600,4/23/18,96,Inadequate procedures or records for time as a public health control
1353,3394,The Keystone,68 04th St,94103,37.784915000000005,-122.40483200000001,14155984400,4/23/18,89,"High risk vermin infestation, Wiping cloths not clean or properly stored or inadequate sanitizer, Improper storage use or identification of toxic substances"
1356,3846,WARAKABUNE RESTAURANT,307 CHURCH St,94114,37.765933000000004,-122.42874599999999,14155628383,4/18/18,90,"Unclean or degraded floors walls or ceilings, Foods not protected from contamination, Inadequately cleaned or sanitized food contact surfaces"
1359,187,TAZA WRAPS & JUICE,"750 FONT, BLDG B Blvd",94132,37.723054,-122.48361200000001,14155374525,11/28/17,96,Moderate risk food holding temperature
1360,3331,HARVEY'S,500 CASTRO St,94114,37.760698,-122.43501499999999,14155434278,11/27/17,94,"Moderate risk food holding temperature, Improper storage of equipment utensils or linens"
1362,4492,Mollie Stone's Grand Central Market (Mezzanine Level),2435 CALIFORNIA St,94115,37.788773,-122.434697,14155564902,6/27/18,81,"Moderate risk vermin infestation, Unclean or degraded floors walls or ceilings, Unclean or unsanitary food contact surfaces, Unapproved or unmaintained equipment or utensils, Moderate risk food holding temperature"
1367,5000,PEET'S COFFEE & TEA,2257 MARKET St,94114,37.764947,-122.43201200000001,14155626416,6/29/18,98,Unclean or degraded floors walls or ceilings
1368,4804,SUBWAY #31419,2599 SAN BRUNO Ave,94134,37.728933000000005,-122.40413000000001,14150540880,11/20/17,90,"Inadequate dressing rooms or improper storage of personal items, Improper storage of equipment utensils or linens, Moderate risk vermin infestation, Food safety certificate or food handler card not available"
1372,69172,Victoria Pastry Co.,700 Filbert St,94133,37.8012,-122.41119099999999,14155981655,8/24/18,96,"Unclean or degraded floors walls or ceilings, Improper food storage"
1374,4922,EL FARO,2399 FOLSOM St,94110,37.759054,-122.41465600000001,14155648090,11/20/17,87,"Unclean or degraded floors walls or ceilings, High risk food holding temperature, Moderate risk vermin infestation"
1377,591,YOU SEE SUSHI,94 JUDAH St,94122,37.762378000000005,-122.46269199999999,14155684010,2/6/18,89,"Unclean hands or improper use of gloves, Unclean or degraded floors walls or ceilings, Unclean nonfood contact surfaces"
1380,5096,POPEYES-GENEVA & MISSION,890 Geneva Ave,94112,37.716643,-122.44118700000001,14155232089,2/6/18,90,"Inadequately cleaned or sanitized food contact surfaces, Moderate risk vermin infestation, Unclean or degraded floors walls or ceilings"
1383,71476,Chou Chou Bakery Bistro,400 Dewey Blvd,94116,37.747174,-122.459368,14155240960,6/28/18,92,"Inadequate food safety knowledge or lack of certified food safety manager, Inadequately cleaned or sanitized food contact surfaces"
1385,1352,LA TORTILLA,495 Castro St B,94114,37.760954,-122.43493500000001,14155863990,6/20/18,74,"Foods not protected from contamination, Improper cooling methods, Inadequate and inaccessible handwashing facilities, No person in charge of food facility, High risk food holding temperature, Non service animal"
1391,2409,Mission Hunan Restaurant,2960 16th St,94103,37.765142,-122.419026,14155628288,2/1/18,72,"Employee eating or smoking, High risk vermin infestation, Improper food storage, Unclean or unsanitary food contact surfaces, Inadequate and inaccessible handwashing facilities, Inadequate food safety knowledge or lack of certified food safety manager"
1397,5814,FAIRMOUNT ELEMENTARY SCHOOL,65 CHENERY St,94131,37.740395,-122.425576,14155695669,2/5/18,98,Unclean or degraded floors walls or ceilings
1398,35340,Cornerstone Academy,501 Cambridge St,94134,37.724683,-122.41765,14155585183,2/7/18,93,Unclean or unsanitary food contact surfaces
1399,71373,Golden River Restaurant,5827 GEARY Blvd,94121,37.780144,-122.48203999999998,14155665105,2/7/18,74,"High risk vermin infestation, Unclean or degraded floors walls or ceilings, Inadequate and inaccessible handwashing facilities, Unclean nonfood contact surfaces, Improper thawing methods, Unclean or unsanitary food contact surfaces"
1405,68504,The Fitzgerald Hotel,620 Post St,94109,37.787848,-122.412123,14155758100,11/22/17,94,"Improper food storage, Moderate risk vermin infestation"
1407,5810,DENMAN MIDDLE SCHOOL,241 ONEIDA St,94112,37.721825,-122.442876,14155464535,2/6/18,94,"Moderate risk vermin infestation, Unapproved or unmaintained equipment or utensils"
1409,2031,KENMORE RESIDENCE CLUB,1570 SUTTER St,94109,37.787017,-122.42623400000001,14155775815,6/29/18,76,"Unclean or degraded floors walls or ceilings, Unclean or unsanitary food contact surfaces, High risk food holding temperature, Improper food storage, Unapproved or unmaintained equipment or utensils, Moderate risk vermin infestation"
1415,3046,Mollie Stone's Grand Central Market,2435 CALIFORNIA St,94115,37.788773,-122.434697,14155564902,6/27/18,96,"Unclean or degraded floors walls or ceilings, Unapproved or unmaintained equipment or utensils"
1417,5227,Larkin Street Youth Center,869 Ellis St,94109,37.783845,-122.420429,14155742968,11/29/17,96,"Unclean or degraded floors walls or ceilings, Improper food storage"
1419,5180,ST. PAULS SCHOOL,1690 Church St,94131,37.74385,-122.42673899999998,14155642055,2/5/18,94,"Inadequate and inaccessible handwashing facilities, Food safety certificate or food handler card not available"
1421,3262,VILLA D'ESTE,2623 OCEAN Ave,94132,37.731781,-122.47358999999999,14155330580,5/7/18,77,"Inadequate and inaccessible handwashing facilities, Improper food storage, High risk food holding temperature, Inadequate ventilation or lighting, Improper or defective plumbing, Permit license or inspection report not posted, Employee eating or smoking"
1428,4559,PACIFIC FOOD MART,2199 SUTTER St,94115,37.785623,-122.436498,14155612385,5/2/18,89,"No hot water or running water, Inadequate food safety knowledge or lack of certified food safety manager"
1430,1362,RESTAURANTE FAMILIAR,4499 MISSION St,94112,37.726402,-122.433476,14155336100,4/26/18,81,"High risk food holding temperature, Unapproved or unmaintained equipment or utensils, Inadequately cleaned or sanitized food contact surfaces, Improper storage use or identification of toxic substances, Moderate risk vermin infestation"
1435,5156,McDONALD'S,302 POTRERO Ave,94110,37.765507,-122.40756499999999,14155863295,4/30/18,94,"Low risk vermin infestation, Inadequate and inaccessible handwashing facilities"
1437,2426,BOOGALOOS,3296 22nd St,94110,37.755357000000004,-122.420652,14155823211,5/8/18,89,"Improper cooling methods, Employee eating or smoking"
1439,628,EL BURRITO EXPRESS #2,1812 DIVISADERO St,94115,37.786407000000004,-122.44005700000001,14155774246,5/4/18,74,"Unclean or degraded floors walls or ceilings, Moderate risk food holding temperature, Insufficient hot water or running water, Food safety certificate or food handler card not available, No thermometers or uncalibrated thermometers, Inadequate warewashing facilities or equipment, Improper food storage, Employee eating or smoking, Inadequate ventilation or lighting, Permit license or inspection report not posted"
1449,5192,COMING HOME HOSPICE,115 Diamond St,94107,37.760484999999996,-122.437091,14155861110,2/5/18,91,"Unclean or unsanitary food contact surfaces, Unclean or degraded floors walls or ceilings"
1451,71532,Xpresso Tea,6901 Geary Blvd,94121,37.779663,-122.493618,14155277367,2/2/18,92,"Inadequate food safety knowledge or lack of certified food safety manager, Unclean or degraded floors walls or ceilings, Improper storage of equipment utensils or linens"
1454,587,NEW TSING TAO RESTAURANT,811 ULLOA St,94127,37.740654,-122.46538899999999,14155569559,1/31/18,88,"Foods not protected from contamination, Inadequately cleaned or sanitized food contact surfaces, Inadequate food safety knowledge or lack of certified food safety manager"
1457,5032,MITCHELLS ICE CREAM,688 SAN JOSE Ave,94110,37.744122,-122.422722,14155642300,7/2/18,94,"Unapproved or unmaintained equipment or utensils, Inadequately cleaned or sanitized food contact surfaces"
1459,2538,KATES KITCHEN,471 HAIGHT St,94102,37.772163,-122.429927,14155623984,6/8/17,73,"Inadequate food safety knowledge or lack of certified food safety manager, High risk vermin infestation, Unapproved or unmaintained equipment or utensils, High risk food holding temperature, Unclean or unsanitary food contact surfaces"
1464,29948,Cafe Venue,67 05th St,94103,37.783074,-122.406922,14155541144,2/5/18,92,"Inadequately cleaned or sanitized food contact surfaces, Inadequate and inaccessible handwashing facilities"
1466,2808,NEW EMMY'S RESTAURANT,1923 OCEAN Ave,94127,37.725404,-122.462776,14155728615,6/21/17,81,"Food safety certificate or food handler card not available, Improper food storage, Other low risk violation, High risk food holding temperature, Unapproved or unmaintained equipment or utensils, Improper thawing methods"
1472,63150,Local Diner,1244 Market St,94102,37.778343,-122.415348,14155250247,8/9/17,72,"Moderate risk vermin infestation, Improper cooling methods, High risk food holding temperature, Inadequately cleaned or sanitized food contact surfaces, Improper food storage, Foods not protected from contamination"
1478,2758,OSTERIA,3277 SACRAMENTO St,94115,37.788183000000004,-122.446757,14155775030,2/6/18,92,"Improper or defective plumbing, Unapproved or unmaintained equipment or utensils, Inadequately cleaned or sanitized food contact surfaces"
1481,5552,WILDLIFE CONNECTION ESPRESSO CART,1 ZOO Rd,94132,37.73017,-122.50253500000001,14155757080,8/15/17,90,"Inadequate and inaccessible handwashing facilities, Improper or defective plumbing, Moderate risk food holding temperature"
1484,3165,HAN IL KWAN,1802 BALBOA St,94121,37.776599,-122.478292,14153598244,5/7/18,77,"Moderate risk vermin infestation, Unclean or unsanitary food contact surfaces, Improper storage of equipment utensils or linens, Inadequate and inaccessible handwashing facilities, Unapproved or unmaintained equipment or utensils, Moderate risk food holding temperature"
1490,2692,TYGER'S,2798 DIAMOND St,94131,37.734579,-122.4339,14155234064,3/22/17,96,"Unapproved or unmaintained equipment or utensils, Improper food storage"
1492,1366,CAFE LA TAZA,2475A MISSION,94110,37.757436,-122.41888,14155827715,2/6/18,81,"High risk food holding temperature, Unclean nonfood contact surfaces, Moderate risk vermin infestation, Improper food storage, Inadequate and inaccessible handwashing facilities"
1497,943,EL CASTILLITO TAQUERIA INC.,136 CHURCH St,94114,37.768776,-122.42909499999999,14155623428,4/26/18,76,"Moderate risk food holding temperature, Moderate risk vermin infestation, Inadequate and inaccessible handwashing facilities, Unclean or degraded floors walls or ceilings, Inadequate food safety knowledge or lack of certified food safety manager, Foods not protected from contamination, No person in charge of food facility"
1504,70058,Juice Shop,540 Barneveld Ave #C,94124,37.739526,-122.40445700000001,14155734529,8/9/17,98,Improper storage of equipment utensils or linens
1505,61989,Osha Thai Restaurant & Lounge,311 03rd St,94107,37.783662,-122.39870400000001,14155896742,6/27/17,67,"Foods not protected from contamination, Unclean hands or improper use of gloves, Unclean or degraded floors walls or ceilings, High risk food holding temperature, Inadequately cleaned or sanitized food contact surfaces, Unapproved or unmaintained equipment or utensils, Unclean or unsanitary food contact surfaces"
1512,522,Boudin Sourdough Bakery,3251 20th Ave,94132,37.728497,-122.47563899999999,14155561849,9/22/17,92,"Inadequate and inaccessible handwashing facilities, Permit license or inspection report not posted, Unclean or degraded floors walls or ceilings"
1515,7748,FOODS CO. #351,345 WILLIAMS Ave,94124,37.730164,-122.39911399999998,14155331870,1/25/17,90,"Foods not protected from contamination, Unclean or degraded floors walls or ceilings, Food in poor condition"
1518,2397,PLOY #2 THAI CUISINE,1770 HAIGHT St,94117,37.769458,-122.45135400000001,14155389224,3/1/17,74,"Unapproved or unmaintained equipment or utensils, Unclean or unsanitary food contact surfaces, Improper thawing methods, Inadequate ventilation or lighting, Unclean or degraded floors walls or ceilings, Unclean hands or improper use of gloves, Unclean nonfood contact surfaces"
1525,7645,LUCKY PORK MARKET,2659 MISSION St,94110,37.754513,-122.418626,14155644805,2/6/18,86,"Low risk vermin infestation, Unclean nonfood contact surfaces, Improper or defective plumbing, Inadequately cleaned or sanitized food contact surfaces, Moderate risk food holding temperature"
1530,59574,Pan Lido Salvadoreno,3147 22nd St,94110,37.755479,-122.41758300000001,14155283350,2/7/18,88,"Unclean or degraded floors walls or ceilings, Unclean nonfood contact surfaces, Moderate risk vermin infestation, Inadequate food safety knowledge or lack of certified food safety manager"
1534,5913,ST CHARLES SCHOOL,3250 18th St,94110,37.762074,-122.41610700000001,14155867652,2/7/17,88,"Permit license or inspection report not posted, Inadequate food safety knowledge or lack of certified food safety manager, Unapproved or unmaintained equipment or utensils, Inadequate and inaccessible handwashing facilities"
1538,1734,SAI JAI THAI,771 O'FARRELL St,94109,37.785182,-122.417409,14155675774,5/9/18,88,"Unclean or degraded floors walls or ceilings, Improper thawing methods, Moderate risk food holding temperature, Wiping cloths not clean or properly stored or inadequate sanitizer"
1542,2619,KEZAR BAR & RESTAURANT,900 COLE St,94117,37.765538,-122.44988700000002,14155687678,2/6/18,85,"Unapproved or unmaintained equipment or utensils, Inadequate and inaccessible handwashing facilities, Unclean or unsanitary food contact surfaces, Food safety certificate or food handler card not available"
1546,642,ANDERSEN BAKERY,1737 Post St 304,94115,37.785457,-122.43031699999999,14155565712,4/26/18,96,"Unapproved or unmaintained equipment or utensils, Improper food storage"
1548,615,J & A RESTAURANT,5712 MISSION St,94112,37.709857,-122.44970900000001,14155336688,6/8/17,86,"Inadequate ventilation or lighting, Moderate risk vermin infestation, Inadequately cleaned or sanitized food contact surfaces, Improper thawing methods"
1552,7216,El Chico Produce Market #2,4600 Mission St,94112,37.724489,-122.43502600000001,14155586025,5/1/18,75,"Unapproved or unmaintained equipment or utensils, Inadequately cleaned or sanitized food contact surfaces, Improper food labeling or menu misrepresentation, Improper storage use or identification of toxic substances, Foods not protected from contamination, Moderate risk vermin infestation, Unclean hands or improper use of gloves"
1559,3982,SLIM'S,333 11th St,94103,37.771501,-122.413439,14155250333,4/26/18,94,"Moderate risk vermin infestation, Unapproved or unmaintained equipment or utensils"
1561,1527,CITY'S CHOICE,301 05th St,94107,37.780263,-122.403323,14155891888,5/9/18,90,"Moderate risk vermin infestation, Improper food labeling or menu misrepresentation, Inadequately cleaned or sanitized food contact surfaces"
1564,62179,Pampanguena Cuisine,4441 Mission St,94112,37.727111,-122.432926,14155588899,4/26/18,92,"Inadequate and inaccessible handwashing facilities, Unapproved or unmaintained equipment or utensils, Improper food storage"
1567,54,RHODA GOLDMAN PLAZA,2180 POST St,94115,37.784626,-122.437734,14155345060,2/15/17,87,"Moderate risk food holding temperature, Unapproved or unmaintained equipment or utensils, High risk vermin infestation"
1570,1668,SILVER CREST DONUT SHOP,340 BAYSHORE Blvd,94124,37.742456,-122.40576599999999,14155820753,5/1/18,94,"Moderate risk food holding temperature, Food safety certificate or food handler card not available"
1572,2842,SEASONS RESTAURANT,757 MARKET St 5/Fl,94103,37.786476,-122.404852,14155633000,6/16/17,73,"Unclean or unsanitary food contact surfaces, Foods not protected from contamination, Unclean nonfood contact surfaces, Unclean or degraded floors walls or ceilings, Moderate risk food holding temperature, Improper thawing methods, Insufficient hot water or running water"
1579,4512,BRANNAN STREET CAFE,274 BRANNAN St,94107,37.782334000000006,-122.391479,14155546562,9/5/17,94,"Unclean nonfood contact surfaces, Moderate risk food holding temperature"
1581,5634,AT&T - COMMISARY KITCHEN [145184],24 WILLIE MAYS PLAZA 1.24.06,94107,37.778382,-122.39115100000001,14155971500,9/19/17,92,"Unclean or degraded floors walls or ceilings, Moderate risk food holding temperature, Wiping cloths not clean or properly stored or inadequate sanitizer"
1584,5194,CULINARY ARTS & HOSPITALITY,50 PHELAN Ave,94112,37.723638,-122.45227299999999,14155233435,5/1/18,90,"Unapproved or unmaintained equipment or utensils, Insufficient hot water or running water, Foods not protected from contamination"
1587,1989,PRESIDIO GOLF CLUB,8 Presidio Terr,94118,37.788807,-122.46084499999999,14155751322,8/29/18,87,"Contaminated or adulterated food, Moderate risk vermin infestation, Unapproved or unmaintained equipment or utensils"
1590,62000,Cafe Encore,488 Post St,94109,37.788128,-122.409705,14155436549,8/3/17,96,"Improper food labeling or menu misrepresentation, Unclean or degraded floors walls or ceilings"
1592,69368,Onigilly,343 Kearny St,94108,37.791149,-122.40417099999999,14155674706,9/22/17,92,"Inadequate food safety knowledge or lack of certified food safety manager, Noncompliance with HAACP plan or variance"
1594,4108,Hornblower Cruises & Events/SF Belle,Pier 3,94111,37.797473,-122.39591999999999,14155948305,1/11/17,92,"Unclean or degraded floors walls or ceilings, Improper food storage, Inadequately cleaned or sanitized food contact surfaces"
1597,3263,Croatian Cultural Center,60 ONONDAGA Ave,94112,37.721776,-122.43893999999999,14150923203,4/26/18,94,"Unclean or degraded floors walls or ceilings, Improper storage use or identification of toxic substances, Low risk vermin infestation"
1600,35591,The Monk's Kettle,3141 16TH St,94103,37.764814,-122.422979,14155869523,8/29/18,92,"Moderate risk vermin infestation, Inadequately cleaned or sanitized food contact surfaces"
1602,3920,BOSTON MARKET,2300 16th St,94103,37.765708000000004,-122.409002,14155867666,2/14/17,94,"Unapproved or unmaintained equipment or utensils, Unclean or degraded floors walls or ceilings, Unclean nonfood contact surfaces"
1605,69387,Chabaa Thai Cuisine,420 Geary St,94102,37.787178000000004,-122.41023700000001,14155343121,8/29/17,92,"Unclean nonfood contact surfaces, Low risk vermin infestation, Wiping cloths not clean or properly stored or inadequate sanitizer, Unapproved or unmaintained equipment or utensils"
1609,5889,O'CONNELL HIGH SCHOOL,2355 FOLSOM St,94110,37.75962,-122.414674,14155695370,2/1/18,96,Moderate risk vermin infestation
1610,63256,Viva Goa Indian Cuisine,2420 LOMBARD St,94123,37.799188,-122.441423,14155699014,5/9/18,87,"Improper storage use or identification of toxic substances, Permit license or inspection report not posted, High risk vermin infestation, Unclean nonfood contact surfaces"
1614,1075,"SANDWICH PLACE, THE",2029 MISSION St,94110,37.764384,-122.41956599999999,14155433811,4/27/18,89,"Unclean or degraded floors walls or ceilings, Improper food storage, High risk food holding temperature"
1617,61976,DELICA,1 Ferry Building  #45,94111,37.795225,-122.39376999999999,14155830344,8/9/17,98,Unclean nonfood contact surfaces
1618,37651,Jack In The Box #545,400 Geary St,94102,37.787168,-122.410124,14155670868,8/29/17,98,Unclean nonfood contact surfaces
1619,37820,Natural Sensations,1650 HOLLOWAY St #134,94132,37.720894,-122.478029,14155238257,9/26/17,90,"Unclean or degraded floors walls or ceilings, Moderate risk food holding temperature, Insufficient hot water or running water"
1622,2347,LAS TINAJAS,2338 MISSION St,94110,37.759567,-122.41918500000001,14155699933,2/7/18,86,"Moderate risk food holding temperature, Moderate risk vermin infestation, Inadequate and inaccessible handwashing facilities, Unclean nonfood contact surfaces"
1626,2737,CAFFE' ROMA,885 Bryant St,94103,37.774677000000004,-122.404222,14155297662,4/23/18,90,"Wiping cloths not clean or properly stored or inadequate sanitizer, Inadequate food safety knowledge or lack of certified food safety manager, Moderate risk food holding temperature"
1629,64660,Haight Street Market,1530 Haight St,92672,37.769957,-122.447533,14155250643,2/22/17,87,"Unclean or unsanitary food contact surfaces, Improper food storage, Unclean nonfood contact surfaces, Unclean or degraded floors walls or ceilings"
1633,63124,Marengo on Union,1980 Union St Upper Street Level,94123,37.797578,-122.43188300000001,14155442575,5/3/18,92,"Unclean nonfood contact surfaces, Foods not protected from contamination, Permit license or inspection report not posted"
1636,5170,BAYVIEW HP MULTI-SERVICE DROP-IN CT,2111 JENNINGS St,94124,37.726932,-122.388696,14155671100,1/31/17,94,"Improper food storage, Inadequate and inaccessible handwashing facilities"
1638,5874,HARTE ELEMENTARY SCHOOL,1035 GILMAN Ave,94124,37.718746,-122.389105,14155331520,2/17/17,96,Inadequate food safety knowledge or lack of certified food safety manager
1639,610,POMELO,92 JUDAH St,94122,37.762378000000005,-122.46269199999999,14155736175,2/6/18,92,"Moderate risk food holding temperature, Moderate risk vermin infestation"
1641,69761,Missionaries of Charity,55 Sadowa St,94112,37.712268,-122.455421,14155583449,9/19/17,98,Improper food storage
1642,1673,RUBIN'S,101 SPEAR St,94105,37.792577,-122.393992,14155971545,6/8/17,79,"Improper cooling methods, Unclean hands or improper use of gloves, Improper reheating of food"
